Key,Status,Before,After,English,InCurrentEnglish,DefinedByPatch,PatchText,PreviousFile,CurrentFile
setting_ai_can_get_eggs,removed,Включено,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_ai_can_get_eggs_desc,removed,"Персонажи ИИ смогут получать драконьи яйца через путешествия, решения и другие источники — так же, как игрок.",,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_ai_can_not_get_dragonstone_eggs,removed,Отключено,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_ai_can_not_get_dragonstone_eggs_desc,removed,Только игроки могут получать яйца на Драконьем Камне.,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_ai_can_not_get_eggs,removed,Отключено,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_ai_can_not_get_eggs_desc,removed,Только игроки смогут получать драконьи яйца любыми способами. Должно работать в мультиплеере; если нет — сообщите в Steam.,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_can_ai_cradle_dragon_eggs_no,removed,Нет,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_can_ai_cradle_dragon_eggs_no_desc,removed,ИИ не будет использовать яйца в колыбелях.,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_can_ai_cradle_dragon_eggs_yes,removed,Да,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_can_ai_cradle_dragon_eggs_yes_desc,removed,ИИ будет класть драконьи яйца в детские колыбели.,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_can_cradle_eggs_fail_no,removed,Нет,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_can_cradle_eggs_fail_no_desc,removed,"Яйца, положенные в детскую колыбель, рано или поздно всегда дадут дракона.",,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_can_cradle_eggs_fail_yes,removed,Да,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_can_cradle_eggs_fail_yes_desc,removed,"Яйца, положенные в детскую колыбель, могут оказаться порчеными.",,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_canon_dragon_egg_hatch_likelihood_common_desc,changed,Канонические драконьи яйца имеют высокий шанс успешно дать дракона. Складывается с обычным правилом вероятности.,"Канонические драконьи яйца имеют высокий шанс вылупиться в колыбели, в драконьей яме или как дополнительные яйца на церемонии выведения. Эффект складывается с соответствующими настройками. Действует только при включённых канонических драконах.","Canon dragon eggs have a high chance to hatch when cradled, pitted, or as extra eggs in a hatching ceremony. Stacks with those settings. Only applies when canon dragons are enabled.",True,True,Канонические драконьи яйца имеют высокий шанс успешно дать дракона. Складывается с обычным правилом вероятности.,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_canon_dragon_egg_hatch_likelihood_default_desc,changed,Канонические драконьи яйца используют стандартные шансы. Складывается с обычным правилом вероятности.,"Канонические драконьи яйца используют те же шансы, что и остальные яйца, в колыбели, в драконьей яме и как дополнительные яйца на церемонии выведения. Действует только при включённых канонических драконах.","Canon dragon eggs use the same odds as any other egg when cradled, pitted, or as extra eggs in a hatching ceremony. Only applies when canon dragons are enabled.",True,True,Канонические драконьи яйца используют стандартные шансы. Складывается с обычным правилом вероятности.,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_canon_dragon_egg_hatch_likelihood_guaranteed_desc,changed,Канонические драконьи яйца всегда дают драконов.,"Канонические драконьи яйца не станут бесплодными в колыбели или драконьей яме, если соответствующая настройка не установлена на «Никогда», и всегда вылупятся как дополнительные яйца на церемонии выведения. Действует только при включённых канонических драконах.","Canon dragon eggs will never become duds when cradled or pitted, unless that setting is Never, and will always hatch as extra eggs in a hatching ceremony. Only applies when canon dragons are enabled.",True,True,Канонические драконьи яйца всегда дают драконов.,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_canon_dragon_egg_hatch_likelihood_less_likely_desc,changed,Канонические драконьи яйца дают драконов реже обычного. Складывается с обычным правилом вероятности.,"Канонические драконьи яйца реже вылупляются в колыбели, в драконьей яме или как дополнительные яйца на церемонии выведения. Эффект складывается с соответствующими настройками. Действует только при включённых канонических драконах.","Canon dragon eggs are less likely to hatch when cradled, pitted, or as extra eggs in a hatching ceremony. Stacks with those settings. Only applies when canon dragons are enabled.",True,True,Канонические драконьи яйца дают драконов реже обычного. Складывается с обычным правилом вероятности.,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_canon_dragon_egg_hatch_likelihood_more_likely_desc,changed,Канонические драконьи яйца дают драконов чаще обычного. Складывается с обычным правилом вероятности.,"Канонические драконьи яйца чаще вылупляются в колыбели, в драконьей яме или как дополнительные яйца на церемонии выведения. Эффект складывается с соответствующими настройками. Действует только при включённых канонических драконах.","Canon dragon eggs are more likely to hatch when cradled, pitted, or as extra eggs in a hatching ceremony. Stacks with those settings. Only applies when canon dragons are enabled.",True,True,Канонические драконьи яйца дают драконов чаще обычного. Складывается с обычным правилом вероятности.,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_canon_dragon_egg_hatch_likelihood_never,added,,Никогда,Never,True,True,Никогда,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_canon_dragon_egg_hatch_likelihood_never_desc,added,,"Канонические драконьи яйца никогда не вылупятся в колыбели, в драконьей яме или как дополнительные яйца на церемонии выведения, если соответствующая настройка не установлена на «Всегда». Действует только при включённых канонических драконах.","Canon dragon eggs will never hatch when cradled, pitted, or as extra eggs in a hatching ceremony, unless that setting is Always. Only applies when canon dragons are enabled.",True,True,"Канонические драконьи яйца никогда не вылупятся в колыбели, в драконьем логове или как дополнительные яйца на церемонии, если только эта настройка не стоит на «Всегда». Действует только при включённых канонических драконах.",,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
