key,file,line,english,builtin,fallback
fab_ac_north.0015.desc,localization/english/ac/fab_ac_05_north_l_english.yml,67,"Winterfell's great hall was raised for kings. Smoke gathers among the ancient rafters, and the stone kings in the crypts lie beneath us, but the battered crown of winter rests upon the flagstones below my seat. No living brow shall wear it again.\n\n[fab_north_warden.GetTitledFirstName], of House [fab_north_warden.GetHouse.GetName], comes forward beneath the eyes of the assembled northmen. I grant [fab_north_warden.GetHerHim] no crown, only the obedience of the northern lords and the wardenship of every cold mile from the Neck to the Wall. Whether this is the ruler first named after the battle or the heir whom war and death have placed before me matters little. The title rests upon [fab_north_warden.GetHerHim], and [fab_north_warden.GetSheHe] must swear the oath.\n\nOne by one the northmen follow [fab_north_warden.GetHerHim] to their knees. Some bow for old loyalties, some for fear, and some because they remember three dragons above the Trident. Their reasons are their own. Their oath is mine.\n\n#bold The crown is gone. The North remains, and its Warden answers to the Iron Throne.#!",[],[]
fab_ac_north.0015.option1,localization/english/ac/fab_ac_05_north_l_english.yml,68,"Rise, [fab_north_warden.GetFirstName]. Guard the North in my name.",[],[]
fab_ac_north.0016,localization/english/ac/fab_ac_05_north_l_english.yml,70,Winter Kneels,[],[]
fab_ac_north.0016.desc,localization/english/ac/fab_ac_05_north_l_english.yml,71,"It is over. The host of the North is broken, the causeway is lost behind me, and the dragons circle where they please. Nothing remains between the conqueror and Winterfell but the miles.\n\nSo the last choice left to a King in the North is the manner of the ending. I choose the knee. Not for myself — my pride died with my host — but for every northern village the beasts have not yet found.\n\nEight thousand years, and it ends with me. I can only pray the dragon is as measured in victory as he has been terrible in war.",[],[]
fab_ac_north.0016.desc.submit,localization/english/ac/fab_ac_05_north_l_english.yml,72,"The dragon has crossed into my realm, but the North is not yet broken. I choose the knee before it must be. Not for myself, but for every northern village the beasts have not yet found and every son who need not die proving that fire burns in winter.\n\nEight thousand years of kingship end with my decision. The crown is lost, but the North endures.",[],[]
fab_ac_north.0016.option1,localization/english/ac/fab_ac_05_north_l_english.yml,73,"The North endures, even bent.",[],[]
fab_ac_vale.0001,localization/english/ac/fab_ac_06_vale_l_english.yml,2,The Fleet Sails for Gulltown,[],[]
fab_ac_vale.0001.desc,localization/english/ac/fab_ac_06_vale_l_english.yml,3,"A crown wants ports, and the finest port of the east that is not yet mine is Gulltown, the Vale's great city on its bay. While my host settles the matter of the river and the storm, the sea shall carry the war to the Arryns.\n\nI have given the royal fleet to Daemon Velaryon, Lord of the Tides - the master of the greatest war fleet in the narrow sea, my mother's own blood, and the finest sailor ever to weigh anchor off Driftmark. With him goes Visenya upon Vhagar, so that whatever the Arryns muster against him will fight beneath a dragon's shadow. Their orders are simple: take Gulltown, and give the Vale a war on its doorstep.\n\nThe Eyrie will not sit idle - our friends across the water write that Sharra Arryn is stripping every port in the Vale to piece a fleet together, and that a dozen Braavosi warships have taken her coin to stiffen it. I will be waiting.\n\n#bold The dragon rules the sky, and Velaryon blood has ruled the narrow sea for a hundred years. What is one hired fleet against that?#!",[],[]
fab_ac_vale.0001.option1,localization/english/ac/fab_ac_06_vale_l_english.yml,4,"Take Gulltown, my lord of the Tides.",[],[]
fab_ac_vale.0002,localization/english/ac/fab_ac_06_vale_l_english.yml,6,The Battle in the Waters off Gulltown,[],[]
fab_ac_vale.0002.desc,localization/english/ac/fab_ac_06_vale_l_english.yml,7,"The sea has taught me the lesson the land never dared: the dragon can lose.\n\nThe fleets met in the waters off Gulltown - Daemon's war galleys against the Arryns' patched-together strength and their twelve Braavosi hulls. The Braavosi made the difference: purple sails and iron rams, crews bred to war at sea, and captains who did not panic at the sight of a dragon overhead. They broke our line, boarded flagship after flagship, and tore the royal fleet apart plank from plank.\n\nDaemon Velaryon is dead. The Lord of the Tides, the strong right arm of my house upon the sea, my own mother's kin - cut down on his burning deck with his fleet dying around him. Half the strength of Driftmark has gone to the bottom of the bay with him.\n\n#bold The ravens fly to the Eyrie tonight with congratulations, no doubt. The Arryns may savor them. Visenya was above that battle - and Visenya does not forgive.#!",[],[]
fab_ac_vale.0002.option1,localization/english/ac/fab_ac_06_vale_l_english.yml,8,Daemon of the Tides. The sea keep him.,[],[]
fab_ac_vale.0003,localization/english/ac/fab_ac_06_vale_l_english.yml,10,Vhagar's Answer,[],[]
fab_ac_vale.0003.desc,localization/english/ac/fab_ac_06_vale_l_english.yml,11,"The Arryn fleet outlived my own by the better part of an hour.\n\nVisenya watched the royal fleet die from Vhagar's back - and then she came down upon the victors while their crews were still cheering. Back and forth across the bay she flew, unhurried as a farmwife firing stubble, and set the Arryn fleet alight ship by ship: the hulks, the galleys, the proud Braavosi warships with their purple sails. The men of Gulltown watched from their walls as every hull that had won the battle burned to the waterline in the hour after it.\n\nSo the singers may call it what they wish. Two fleets sailed into the waters off Gulltown, and no fleet sailed out: a drawn battle, by the arithmetic of hulls. But Gulltown stands untaken behind its walls, and I have no fleet left to take it with - and that makes it a defeat, whatever the singers sing. The first of this war. I mean for it to be the last.\n\n#bold The Vale has bought itself time, at the price of every ship it owns. Let us see what that costs them.#!",[],[]
fab_ac_vale.0003.option1,localization/english/ac/fab_ac_06_vale_l_english.yml,12,A victory that leaves no fleet is no victory.,[],[]
fab_ac_vale.0004,localization/english/ac/fab_ac_06_vale_l_english.yml,14,The Queen of the Sisters,[],[]
fab_ac_vale.0004.desc,localization/english/ac/fab_ac_06_vale_l_english.yml,15,"The cost of the Vale's burned fleet has come due already - and it is the Arryns who pay it.\n\nWord comes down the Bite: the Three Sisters have risen. The Sistermen - wreckers, smugglers and fisherfolk who never loved the Eyrie's rule - watched the last Arryn hull burn off Gulltown and understood that no falcon fleet remained to hold them. They cast the Vale's men into the sea, declared their islands free of Mountain and Vale, and raised Marla Sunderland, Lady of Sisterton, as their queen. A crown of the Sisters, worn by a Sunderland - the first in a thousand years.\n\nSharra Arryn can do precisely nothing about it. Her fleet is ash on the water; the Sisters might as well be across the world. And I confess the arrangement suits me for the present: every man the Eyrie loses is one fewer at the Bloody Gate when my turn comes.\n\n#bold The little queen may keep her wet rocks a while. Crowns put on in a season of chaos have a way of coming off in the season of order - and order is coming.#!",[],[]
fab_ac_vale.0004.option1,localization/english/ac/fab_ac_06_vale_l_english.yml,16,One rebellion at a time. The Vale first.,[],[]
fab_ac_vale.0005,localization/english/ac/fab_ac_06_vale_l_english.yml,18,The Sistermen's Rebellion,[],[]
fab_ac_vale.0005.desc,localization/english/ac/fab_ac_06_vale_l_english.yml,19,"One crown yet stands in open defiance between the Wall and the marches, and it sits on the brow of a wrecker-queen on a wet rock in the Bite. The anointing oils are scarcely dry on my own; it is time Marla Sunderland's came off.\n\nI have given the task to [fab_north_warden.GetFirstName], my Warden of the North - it is [fab_north_warden.GetHerHis] shores her wreckers plague, and it will do the realm good to see the North answer a threat so near its own doorstep. The Vale's fleet is still timber in the shipyards after Gulltown, so the North goes to sea on hired keels: Ser Warrick Manderly leads the northern host down the Bite on galleys engaged from Braavos - the same city whose warships sank my fleet now ferries my armies, for the Braavosi sail for whoever pays. The Eyrie sends what strength it has; White Harbor sails with its own.\n\nAnd above them all goes Visenya on Vhagar. The Sistermen watched her burn a victorious fleet to the waterline. They will think on that as the sails fill the horizon.\n\n#bold The last crown of the Conquest sits on the smallest throne. Bring it to me.#!",[],[]
fab_ac_vale.0005.option1,localization/english/ac/fab_ac_06_vale_l_english.yml,20," #S End it, [fab_north_warden.GetFirstName]. #!",[],[]
fab_ac_vale.0006,localization/english/ac/fab_ac_06_vale_l_english.yml,22,The Sisters Kneel,[],[]
fab_ac_vale.0006.desc,localization/english/ac/fab_ac_06_vale_l_english.yml,23,"There was no battle. There was barely an argument.\n\nWhen the Sistermen looked out from Sisterton and saw the horizon full of sails - Ser Warrick Manderly's hired Braavosi galleys black with northern spears, White Harbor's ships behind them, and Visenya circling above it all on Vhagar - the rebellion ended between one tide and the next. They had heard what Vhagar did to a fleet that WON its battle. They did not care to learn what she did to towns.\n\nThe Sistermen deposed their queen themselves. Marla Sunderland was delivered up by her own lords, and her younger brother Steffon raised in her place - and Lord Steffon knelt on the strand and yielded the Three Sisters to the Iron Throne and to the Eyrie, whose charge they shall remain. House Manderly takes one of his sons as ward and hostage; House Arryn takes the other. The Sisters will keep faith, one way or the other.\n\nAs for the queen of a single winter: she has exchanged her crown for the grey. Marla Sunderland goes to the silent sisters - a mercy, my counsellors call it, and so it is. The silent sisters do not talk of treason. They do not talk at all.\n\n#bold So ends the last crown raised against me. The realm is one - and so it will stay.#!",[],[]
